id,token_symbol,timestamp,ua_token_amount,odos_usdc_return,profit_amount,profit_percentage,input_usdc_amount
2476349,uLINK,2025-03-16 21:41:54.861229+00,74150000000000000000,1003.071136,3.071136,0.3071136000,1000.000000
2476359,uLINK,2025-03-16 21:42:14.798987+00,74160000000000000000,1003.775659,3.775659,0.3775659000,1000.000000
2476368,uLINK,2025-03-16 21:42:31.54529+00,74180000000000000000,1003.726117,3.726117,0.3726117000,1000.000000
2476379,uLINK,2025-03-16 21:42:53.200329+00,74200000000000000000,1003.935141,3.935141,0.3935141000,1000.000000
2476400,uLINK,2025-03-16 21:43:30.958084+00,74190000000000000000,1003.575096,3.575096,0.3575096000,1000.000000
2476411,uLINK,2025-03-16 21:43:53.820227+00,74190000000000000000,1003.59143,3.59143,0.359143000,1000.000000
2476733,uLINK,2025-03-16 22:07:02.711483+00,74480000000000000000,1000.805861,0.805861,0.0805861000,1000.000000
2476744,uLINK,2025-03-16 22:07:28.517691+00,74470000000000000000,1000.364279,0.364279,0.0364279000,1000.000000
2476767,uLINK,2025-03-16 22:08:07.712759+00,74500000000000000000,1000.46468,0.46468,0.046468000,1000.000000
2476787,uLINK,2025-03-16 22:08:47.27445+00,74750000000000000000,1003.402698,3.402698,0.3402698000,1000.000000
2476821,uLINK,2025-03-16 22:09:45.204203+00,74820000000000000000,1002.867152,2.867152,0.2867152000,1000.000000
2476843,uLINK,2025-03-16 22:10:24.318667+00,74760000000000000000,1001.798088,1.798088,0.1798088000,1000.000000
2476878,uLINK,2025-03-16 22:11:27.369639+00,74750000000000000000,1000.823444,0.823444,0.0823444000,1000.000000
2478109,uLINK,2025-03-16 22:52:10.007921+00,74930000000000000000,1000.682111,0.682111,0.0682111000,1000.000000
2478120,uLINK,2025-03-16 22:52:26.699672+00,74890000000000000000,1000.205992,0.205992,0.0205992000,1000.000000
2478162,uLINK,2025-03-16 22:53:47.60969+00,74920000000000000000,1000.072346,0.072346,0.0072346000,1000.000000
2478173,uLINK,2025-03-16 22:54:08.439739+00,74940000000000000000,1000.322484,0.322484,0.0322484000,1000.000000
2478183,uLINK,2025-03-16 22:54:28.860956+00,74960000000000000000,1000.318314,0.318314,0.0318314000,1000.000000
2478223,uLINK,2025-03-16 22:55:45.879733+00,74980000000000000000,1000.644276,0.644276,0.0644276000,1000.000000
2478231,uLINK,2025-03-16 22:56:08.706182+00,75000000000000000000,1000.543767,0.543767,0.0543767000,1000.000000
2478250,uLINK,2025-03-16 22:56:45.824135+00,74960000000000000000,1000.076534,0.076534,0.0076534000,1000.000000
2478271,uLINK,2025-03-16 22:57:25.837844+00,75030000000000000000,1000.869496,0.869496,0.0869496000,1000.000000
2478281,uLINK,2025-03-16 22:57:49.718824+00,75040000000000000000,1000.905827,0.905827,0.0905827000,1000.000000
2478290,uLINK,2025-03-16 22:58:08.62313+00,75030000000000000000,1000.673443,0.673443,0.0673443000,1000.000000
2478300,uLINK,2025-03-16 22:58:28.721774+00,75040000000000000000,1000.676444,0.676444,0.0676444000,1000.000000
2478312,uLINK,2025-03-16 22:58:47.063062+00,75090000000000000000,1001.364067,1.364067,0.1364067000,1000.000000
2478322,uLINK,2025-03-16 22:59:09.712187+00,75110000000000000000,1001.350751,1.350751,0.1350751000,1000.000000
2478333,uLINK,2025-03-16 22:59:26.560022+00,75100000000000000000,1000.532771,0.532771,0.0532771000,1000.000000
2478344,uLINK,2025-03-16 22:59:46.019182+00,75100000000000000000,1000.481216,0.481216,0.0481216000,1000.000000
2478355,uLINK,2025-03-16 23:00:06.232739+00,75100000000000000000,1000.393432,0.393432,0.0393432000,1000.000000
2478495,uLINK,2025-03-16 23:04:46.073888+00,75260000000000000000,1000.090367,0.090367,0.0090367000,1000.000000
2478521,uLINK,2025-03-16 23:05:48.864608+00,75150000000000000000,1003.375833,3.375833,0.3375833000,1000.000000
2478738,uLINK,2025-03-16 23:12:49.776992+00,75160000000000000000,1000.308917,0.308917,0.0308917000,1000.000000
2478904,uLINK,2025-03-16 23:18:26.61673+00,74980000000000000000,1000.699262,0.699262,0.0699262000,1000.000000
2479065,uLINK,2025-03-16 23:23:29.416949+00,74950000000000000000,1000.480204,0.480204,0.0480204000,1000.000000
2479120,uLINK,2025-03-16 23:25:10.928083+00,75060000000000000000,1000.704722,0.704722,0.0704722000,1000.000000
2479129,uLINK,2025-03-16 23:25:29.85702+00,75040000000000000000,1000.401482,0.401482,0.0401482000,1000.000000
